Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6
2977,8735,13095,2524,15499,4457,17928,19315,10711
2978,5266,12978,13113,17906,14674,2527,6679,19301
2979,3166,18937,9662,10417,2533,13143,18732,15479
2980,15188,14757,1004,8479,11573,17178,11848,15817
2981,4566,2978,6608,3958,10021,5428,6773,17653
2982,15546,19702,6389,17889,19236,5570,11813,2828
2983,16278,19855,15735,7000,17331,1384,10996,15023
2984,7160,9005,8854,1850,8968,18074,6890,12843
2985,14039,17834,8399,17147,4206,5883,13468,8711
2986,5663,17477,7547,3080,13369,16092,11642,11185
2987,7093,9640,560,9467,19604,3470,11434,12499
2988,1456,11603,6624,7472,4201,7109,16089,10926
2989,12186,12209,15838,4066,4705,1821,17923,14648
2990,5706,15527,7703,19734,7044,6510,15780,16944
2991,11869,2293,11052,9864,15100,2258,3363,17019
2992,476,7790,12879,4973,7440,16127,7406,11070
2993,10622,4738,10382,11506,17209,3973,5050,7525
2994,10778,604,11231,11874,1948,14100,15901,1379
2995,5098,13439,7975,18975,6020,14088,17081,15309
2996,18479,16801,9066,10035,3757,7311,18734,11666
2997,1794,8978,3268,5725,14002,9331,12303,4696
2998,2675,11770,11560,16963,14355,15537,8607,12458
2999,15057,2868,4491,17548,8173,12904,4049,246
3000,17642,5907,2162,7932,18996,10301,2595,14204
3001,6231,18545,11830,8513,12634,17735,18365,10196
3002,3126,6859,13080,1231,17898,14760,18753,12242
3003,9502,8969,19666,15945,598,16969,12693,18596
3004,15872,18766,4746,7833,15765,3636,8876,3129
3005,13215,9666,3463,3894,1943,15069,15126,1752
3006,553,18231,19985,11363,15225,9603,11523,5876
3007,10616,16160,5126,3169,18479,6962,2419,4135
3008,1775,995,5413,10754,4573,2045,13393,16024
3009,18347,5146,7434,16361,14507,11975,5304,3889
3010,17007,13526,93,18393,5293,16017,17533,15269
3011,4351,5280,12325,3473,18579,8425,19980,3138
3012,8388,7016,17277,16587,7526,62,10140,8257
3013,12438,1716,4436,10891,5770,11561,8249,2421
3014,9242,1638,16919,1986,19077,13380,3561,6727
3015,2729,16048,13202,11302,19442,9867,3375,19247
3016,6812,19857,5977,12317,12927,1327,9115,11194
3017,7954,17949,13580,347,7729,19606,1506,2992
3018,19477,1656,10115,3924,6139,6695,12216,6405
3019,1521,10339,7166,10068,17973,12850,12316,4121
3020,19748,15492,11423,1352,364,7748,12560,716
3021,14816,16986,10180,14757,11100,3836,18435,12271
3022,4547,11597,11201,17702,18443,2309,4635,9671
3023,8222,11070,15118,1714,10191,12899,13142,7254
3024,16594,19806,8402,7641,14353,5766,14936,10126
3025,13473,545,8184,15858,9929,1800,16276,14174
3026,14236,9768,6689,2076,13142,3182,7479,19081
3027,12804,1973,15432,4839,15478,14646,17961,3109
3028,194,18127,15440,5579,3013,7453,5386,11773
3029,6880,2285,11446,18546,17056,7149,13164,12318
3030,10683,948,10622,10461,1771,14510,18006,8497
3031,7500,15533,9091,13439,897,18322,9586,2906
3032,18653,14054,10464,3941,7964,2885,8508,19172
3033,18129,11897,12276,358,13074,7295,12863,2791
3034,6444,466,303,1334,760,13995,11382,8813
3035,17203,900,1613,961,18983,13531,9077,16455
3036,3641,15786,11015,12519,13645,10026,3548,6425
3037,1356,11363,4543,19900,18857,19631,10304,17354
3038,6892,14906,6627,10881,6577,1143,10300,14814
3039,14851,764,4712,1795,7627,5215,8028,8820
3040,325,1211,19289,5768,19276,3765,16452,16797
3041,4420,3850,8646,7465,7470,11036,15417,19600
3042,16873,11011,19735,11251,17295,11107,6601,90
3043,17569,19047,19713,1935,5986,18113,14213,903
3044,815,6947,17977,14443,17261,15142,16669,1073
3045,18376,19359,4888,12590,15365,6561,18465,13910
3046,3676,1339,6363,15262,19649,18954,18585,7143
3047,13401,3761,2111,12167,18458,9034,3494,1850
3048,9267,4191,18203,17707,7820,15031,6664,12822
3049,19297,2304,19136,13124,5585,16657,13304,3074
3050,14403,10716,11378,11097,662,3123,2153,14520
3051,10067,13174,12393,10603,1221,3054,10394,17985
3052,13428,12389,6310,7583,11200,8596,18524,17401
3053,16724,1524,3217,7992,3595,11393,9841,17102
3054,4298,4204,17946,14822,16795,5037,12846,17500
3055,11677,16671,7383,18017,8144,9462,9184,4035
3056,1101,18278,19925,1866,3560,18845,2078,12245
3057,19337,16257,19065,15211,19905,12286,8463,10121
3058,4594,1093,18771,12444,12020,248,10218,668
3059,5406,4447,11214,701,14682,17243,238,16771
3060,6975,7668,14484,10579,18531,6066,11127,40
3061,5338,10384,5620,2527,14691,15810,18009,17103
3062,14109,13311,8810,2479,15429,14865,10929,8067
3063,12706,12821,7166,5864,2985,8389,16821,1747
3064,18363,15495,619,1557,4839,18379,15025,9241
3065,9712,8182,1284,18087,14635,311,13358,183
3066,3382,11148,5301,19239,13102,13397,7029,10681
3067,10157,2960,14253,15090,4726,14667,11538,11933
3068,16371,4026,16638,11378,15489,2227,11017,15251
3069,5369,17856,17415,5839,13542,6972,4674,12981
3070,6477,7261,10138,6210,1758,17325,19845,15300
3071,11315,13732,1728,16246,7937,8848,6722,12029
3072,13220,2555,18064,1879,15354,6289,3674,12114
3073,3834,8905,19531,6823,8475,3750,16098,17047
3074,10933,7729,3236,16933,9681,9000,9542,18876
3075,6417,18347,8767,8850,1388,13846,3682,9798
3076,6288,19118,7696,14363,18638,2549,19863,10937
3077,17213,16070,19202,15581,10668,2814,3896,165
3078,14143,11281,13360,7428,808,1526,11870,2563
3079,16766,9087,4341,15576,7627,17614,3857,1245
3080,12842,19540,11769,7050,19348,1485,7266,9837
3081,3608,1643,4442,19032,11725,19897,5936,8852
3082,2960,8927,14360,15185,12009,6700,2393,956
3083,10480,1780,3156,18595,11107,9517,10057,12925
3084,16156,18503,16995,8013,7742,10647,9778,4268
3085,4246,11673,18068,6187,3254,9801,4234,1237
3086,8898,13715,18374,19732,15994,7452,8816,14105
3087,3317,2045,3797,5556,14784,14360,15076,17797
3088,13566,17990,8396,18428,14592,4532,8792,7344
3089,4459,2953,12209,17389,19922,3380,10696,12472
3090,10751,16178,2132,17844,1337,6507,3731,19003
3091,4599,11264,231,10546,685,17764,12503,19338
3092,15036,13978,4416,5744,13948,3179,10498,7885
3093,8168,4849,15030,18654,8332,7596,19082,5836
3094,4016,6254,14076,12098,2190,9600,18143,2448
3095,14835,314,4683,8582,8834,11619,15007,4949
3096,3162,1732,16395,11930,16155,14545,19499,10499
3097,5466,500,10019,10592,16072,11857,2747,14611
3098,12125,2401,13379,19345,1477,11252,16178,67
3099,227,4754,537,3597,15981,15491,16836,3989
3100,11575,18856,15194,16968,9454,3054,10217,12204
3101,3626,13762,10658,5248,1532,13578,9001,13175
3102,17124,7917,18821,15267,13697,14956,18065,3880
3103,2429,4516,19618,8123,14308,16955,3881,14832
3104,13739,8110,14850,19221,5794,2511,17408,9886
3105,19482,1399,15760,7431,17829,1378,16892,19772
3106,472,16541,16680,8643,7399,19081,14874,1605
3107,5001,18243,17414,4308,11288,1304,16015,4239
3108,8841,10056,19388,15773,8167,11332,15648,17833
3109,15332,12418,6126,8218,5012,6967,3428,14542
3110,4225,18087,17380,19253,6624,12341,12754,13013
3111,19346,17485,16434,4803,11898,15091,18748,9460
3112,8656,8227,19380,8524,18829,6191,10231,5203
3113,7306,6104,7056,869,1572,5962,12808,12648
3114,15717,13306,4487,7861,6593,15716,3575,8369
3115,5498,4672,15907,7679,13914,7688,19999,3052
3116,13400,12746,19132,17439,302,14442,6494,9369
3117,15783,6751,12009,11482,9921,14643,19,6163
3118,19306,3287,7963,12105,5546,19267,6001,2459
3119,15382,15590,18994,10770,7725,14538,374,11429
3120,12514,9042,2595,706,16899,8019,9657,17518
3121,11950,543,7176,17665,6356,3013,7761,6362
3122,9892,17964,15555,16432,14978,4398,9185,10799
3123,1043,12473,19797,1480,1273,5683,15595,18274
3124,3784,8792,751,5115,19460,12767,9919,11421
3125,526,18694,12838,14755,9303,6547,5838,15889
3126,11505,11838,8369,9043,13478,12619,3873,18185
3127,16571,9901,4400,3861,15526,5696,8479,3824
3128,11457,12240,10635,15738,11898,18435,16489,839
3129,10209,18094,18932,14014,5708,10541,12912,10478
3130,18420,15173,8271,19019,832,10110,8289,10836
3131,14727,13258,15054,17417,8940,13636,13755,5168
3132,15347,10770,11193,16652,3814,12871,4910,7261
3133,1327,6118,17822,12506,18011,8088,5109,3370
3134,4131,14842,16791,10027,15261,4870,6241,4728
3135,9884,10000,10546,908,613,2188,9516,14706
3136,15245,1640,9715,2540,12442,11642,7368,19378
3137,16102,6483,4770,2103,4819,17696,15240,5909
3138,14563,11808,2865,5569,2308,200,4708,2445
3139,17430,9833,14956,1464,18299,8995,15602,14667
3140,11995,16551,5982,913,1714,18288,12442,17399
3141,17882,11424,6663,13244,16272,10453,19550,9616
3142,4069,9342,6385,14748,1843,13618,17652,12979
3143,283,14522,1971,808,8659,15889,13131,4529
3144,2162,11543,719,12720,10720,5050,13935,5503
3145,6843,14590,12208,15373,19854,3626,2311,3617
3146,19730,9995,3365,18086,18510,2426,16101,8981
3147,1206,11916,907,13081,15809,19477,16120,14360
3148,19928,16122,12138,7235,3528,3618,3198,6970
3149,12629,11876,18062,9797,5824,1547,9805,17427
3150,6618,7546,11243,16117,1673,10406,13275,18613
3151,14435,14545,8656,14265,14889,14679,286,1045
3152,17719,768,19618,12680,4781,18004,15840,12340
3153,917,19614,9835,8250,17840,844,3847,16747
3154,19988,14848,13672,16814,4519,934,17307,6332
3155,6346,4146,7524,19637,5440,5115,4756,15876
3156,6670,4618,11171,2642,15464,14506,3426,18718
3157,10067,4473,15215,16698,558,19747,10673,11489
3158,16815,2660,8698,10334,18957,16304,13311,10494
3159,1464,9439,3501,16364,3222,13552,411,683
3160,17511,8987,2899,18463,18814,4684,5194,13753
3161,5063,9734,8486,8111,5018,13782,14785,3231
3162,15272,8388,3102,841,17960,4037,6600,19326
3163,11264,11299,2966,8887,1429,3281,7453,18282
3164,10479,17723,11663,18436,6617,3512,3116,15708
3165,16650,729,9488,9603,9812,14454,19031,16250
3166,6248,14442,3328,18829,1021,12238,15700,17125
3167,14624,15444,18053,139,349,3049,17054,14098
3168,1411,19095,4663,19435,15599,15974,17046,857
3169,14866,2749,7578,1259,4312,4565,10303,963
3170,11200,10342,6547,16756,3468,16498,6525,3371
3171,11337,6041,13131,18460,13899,13118,1017,2482
3172,7862,2204,9686,5326,6290,19925,14923,18768
3173,15584,14449,7945,9279,1584,15562,2305,4233
3174,15067,4914,7019,6535,18018,9407,18053,3783
3175,19268,535,6645,3222,7041,11467,2356,4518
3176,12013,13908,14802,19091,4995,19900,3097,11707
3177,14954,17731,12172,14348,19870,14205,2026,5567
3178,17911,2342,16672,4822,18408,14530,19055,17661
3179,600,13871,6966,2580,12127,18154,15288,19794
3180,8301,14401,3698,12032,12666,3279,117,5653
3181,14479,17852,15238,1131,15110,3455,16467,9416
3182,9343,11431,16617,475,19766,18490,7497,16522
3183,11069,15014,6253,19147,19416,3991,7035,16493
3184,7628,13678,15639,19414,6174,3575,1171,3916
3185,9245,15089,479,2269,853,2237,3581,12312
3186,1729,13939,12016,1979,3582,13031,7044,15966
3187,19143,7068,15821,9881,10578,8099,18107,8146
3188,15563,12599,11002,9061,14494,9736,8416,12178
3189,12214,5126,18176,5974,10938,13086,19279,5633
3190,3462,13816,10160,19373,16182,4523,7425,13081
3191,10311,2211,6352,16486,14105,14119,5447,6050
3192,8447,15404,11635,12893,17856,6207,14565,11268
3193,16844,6777,1521,17153,18006,11252,6018,1151
3194,15897,7080,9014,2672,1620,18528,7415,15172
3195,19903,19171,8141,11720,9807,18754,11682,18286
3196,955,6104,19064,9397,5836,9552,16218,16738
3197,4474,11699,9483,9239,17617,14406,4555,17229
3198,3635,18800,862,17863,3201,18689,11799,19342
3199,13109,3,9073,15221,18325,16160,6388,12538
3200,13377,16136,17634,10657,4408,19222,16794,634
3201,1680,18902,17436,6120,702,17262,5190,2737
3202,1372,8896,2620,1175,10130,7341,10823,10010
3203,3495,15363,1768,11656,19641,16335,6814,18774
3204,3719,17967,15743,8054,4462,2771,15732,5707
3205,17864,13378,6106,16617,4122,2501,7857,8678
3206,12432,18062,18226,3131,18160,15848,13284,19435
3207,19298,457,2230,8625,11772,18255,6486,6613
3208,15510,560,15207,3895,19558,4037,9924,2471
3209,11038,14720,2406,17676,8337,4846,1306,11234
3210,12871,7488,19126,10748,1672,16403,751,16415
3211,19111,8310,15321,2580,6774,418,11473,15358
3212,6970,12367,13687,6461,15614,15720,2950,5537
3213,14301,17802,19040,16223,14393,2953,13578,810
3214,3423,5676,3517,9968,3985,16593,13824,3653
3215,7155,18090,2775,3356,15162,6698,14476,3046
3216,18527,9255,2671,10318,2107,2734,7968,1745
3217,19894,19349,4024,1072,4925,779,17651,2998
3218,17351,2784,9050,16093,17944,19474,3471,7471
3219,16494,9932,13449,17462,10641,17169,16396,3465
3220,5937,13,13170,3455,15081,15672,4628,7392
3221,17133,15490,18207,10568,3853,18192,17245,10482
3222,16129,10846,1012,3028,14560,6027,11469,12680
3223,3568,2032,19811,17574,458,19822,2557,14812
3224,8881,2610,7045,16746,17930,9537,10771,7211
3225,6475,18598,11657,3024,15629,14770,12398,6259
3226,3683,4921,17132,12398,5821,19179,4917,9944
3227,6810,2415,4151,6695,10190,8839,14602,7512
3228,6148,12996,11534,14685,18202,8817,18447,18114
3229,5596,14005,10971,439,3465,11948,6825,13673
3230,10740,11819,5525,2395,841,12540,17025,9169
3231,4050,10743,1588,15495,5391,17251,8266,8503
3232,15273,268,5543,11129,5246,10108,5403,10586
3233,9102,9206,16295,9732,5647,17015,5110,412
3234,8138,18468,12386,19072,17775,19469,16558,2211
3235,9480,12649,14987,12728,4069,15781,10930,5594
3236,7409,73,19195,8061,4741,1057,15446,19591
3237,9733,6738,2145,12212,3951,18509,17456,12895
3238,13739,5855,17031,14954,3306,16564,4007,11640
3239,1258,8628,12731,2207,14266,14209,15517,15647
3240,6650,2725,11045,5404,10129,3347,318,1791
3241,6539,11808,1621,15758,12319,5373,13869,18320
3242,19218,15874,15023,8902,19699,15797,15407,1598
3243,17039,10295,13444,16531,17432,9454,8820,3974
3244,2678,8238,14543,6645,16328,745,18738,12060
3245,10947,4383,14534,15022,3792,13833,4231,9972
3246,615,5736,15266,3264,9385,10107,6919,5745
3247,1221,10524,13669,2194,8509,15816,8529,12452
3248,16232,1586,19233,13597,1966,4816,3462,19934
3249,955,9342,3242,9335,3515,19199,16139,4677
3250,5184,18047,5296,4446,7293,8422,10806,11310
3251,16384,10295,3404,11989,3267,6934,813,18239
3252,4982,12802,4920,4324,3844,14639,16375,5764
3253,10220,11131,1043,10150,13781,5442,17465,14929
3254,17679,5950,4614,18401,729,1788,13048,9294
3255,14711,174,8830,10050,12023,3788,16996,5944
3256,16466,50,7954,7213,736,7359,11349,18225
3257,8766,8996,19299,12338,12949,7796,8385,9400
3258,16690,10523,7748,1161,643,1807,7097,3991
3259,19636,4540,10052,6651,18254,12069,18307,4986
3260,886,5831,17037,11931,18577,17834,2669,1852
3261,3499,3978,16033,18986,2657,9488,17112,7610
3262,18596,5087,8211,16386,8836,13983,15771,14730
3263,5798,11030,3714,2339,587,8640,11843,13996
3264,13086,5875,17091,11551,9007,19819,11411,1111
3265,1501,8606,13082,18493,6133,14853,7039,4002
3266,12700,9075,7300,17458,7172,6808,11054,9507
3267,17586,6272,5144,5804,11115,18542,12727,14566
3268,15479,6907,6994,17981,17108,7543,5523,7136
3269,5492,8336,14771,16470,14447,6721,3459,13088
3270,2998,3168,15778,12446,8406,19288,6254,14362
3271,6498,15863,2192,8262,12541,7197,13034,16442
3272,19503,8284,10474,19793,8014,18867,1493,19066
3273,5683,5292,11306,2248,18803,5136,12758,4285
3274,7905,4469,2465,9247,1792,5926,5174,19597
3275,504,19022,9635,16959,5990,12253,19298,10467
3276,8714,15953,15929,16534,3744,6365,3095,14917
3277,15880,6083,14629,13994,19834,6791,2095,17574
3278,16908,13794,5926,18651,14268,1890,10131,11864
3279,6138,18226,18633,16254,16534,12875,2476,7923
3280,9287,19213,8885,2316,4635,4611,1580,15203
3281,7645,5178,8098,5576,15178,9130,4,7428
3282,19440,1079,19280,3848,3109,7972,4371,2533
3283,515,18824,2715,18441,9674,11150,12492,19433
3284,17247,16417,16968,1016,1888,17038,4934,11441
3285,19515,355,6296,14089,5499,1514,2666,5444
3286,9587,12163,11830,7798,9390,18369,7792,15825
3287,12834,19726,5234,4338,19193,727,12136,5619
3288,3111,19015,6433,13987,9176,16522,1355,6956
3289,7302,8304,13702,19947,3492,8362,15666,7177
3290,6029,6464,3245,16571,16830,15563,5003,13527
3291,19452,9167,9733,9635,19298,17457,11951,8820
3292,532,12218,9132,6583,1734,5454,3537,9503
3293,4339,13450,8191,2113,5746,9449,14327,8505
3294,7317,14016,19311,4392,12486,17752,13933,13670
3295,8830,15065,10033,7683,3978,3792,13128,11200
3296,1544,13422,18747,1194,11796,510,10668,8551
3297,5562,6550,9847,5144,9807,1375,18932,12444
3298,13870,15607,8705,5331,7507,1876,10985,9222
3299,16416,5813,10731,16112,5713,19618,6213,6154
3300,230,10495,7184,3073,12136,9148,2241,18531
3301,12402,10643,16823,8948,14161,3354,9381,14108
3302,9221,15082,12367,14606,11028,17608,5307,19302
3303,13631,10126,17677,8714,125,19205,12743,11245
3304,18430,1576,8593,5441,14069,461,12781,4068
3305,10602,11898,2038,11563,4334,14300,19268,5443
3306,9627,18354,874,13117,13533,10791,10773,17036
3307,5598,12034,14218,15551,14067,13880,18277,11031
3308,3388,15583,2622,18459,13915,2986,7566,18033
3309,16825,13150,17503,5190,4275,9032,14621,1576
3310,12386,14137,6417,17363,10882,3808,14163,7858
3311,13221,8746,17305,9809,18400,1638,11773,4458
3312,4590,10094,322,19295,11279,5508,6255,12906
3313,10327,2636,10756,1486,4765,6508,4426,5320
3314,17434,12287,2785,11019,17550,10997,346,14099
3315,3712,7096,2062,8648,17631,19745,8623,5102
3316,512,1322,1440,10434,1058,655,14463,12818
3317,7176,12257,15597,15844,6021,8675,15453,3886
3318,7929,16340,4128,17821,17327,17324,9392,14233
3319,11025,10976,13588,18333,8920,13742,13592,18775
3320,17076,11510,109,18487,6168,12372,13901,647
3321,1304,12742,13182,3716,2431,2843,4869,17191
3322,8053,11651,10310,3573,829,16204,2195,1547
3323,5529,13119,943,14693,5658,6845,1216,11099
3324,1029,15717,2087,13823,18338,4111,5080,17418
3325,11840,2716,7683,5856,18530,6284,16839,7356
3326,6907,18219,7885,2414,2085,15397,5382,8175
3327,14200,4347,17724,13910,8929,11474,6359,10520
3328,16780,3688,11132,19921,8255,1618,1160,1109
3329,17784,6879,12801,4367,15490,2744,2044,14182
3330,750,4845,11045,13435,14005,5000,14557,11838
3331,3651,1790,13504,18749,9430,16999,3262,7205
3332,14694,5051,18147,2354,3154,7464,11573,10733
3333,6217,15959,16258,12459,706,14245,10053,14209
3334,13645,8560,3489,9293,11430,15242,1360,15659
3335,19945,11429,19992,10426,11676,7251,16593,7832
3336,2194,17766,15464,17835,5473,13444,18705,6469
3337,17419,9683,19360,10192,16730,10821,17758,5959
3338,14453,6274,18376,15020,18170,1454,17545,11933
3339,5776,17518,7754,18599,2864,15387,6320,15952
3340,16708,2137,17609,10288,11669,2534,9127,2496
3341,19384,8934,11654,16422,13991,4389,5561,1102
3342,6884,6473,6085,4004,2763,2147,3906,10935
3343,18499,11052,16525,3777,13082,4181,13799,8638
3344,4056,5891,9309,1407,6982,2935,8181,13319
3345,3349,13939,8604,13293,3806,3815,10618,2979
3346,11456,18726,4748,448,14729,4537,2341,18358
3347,13212,13739,9039,11999,18885,13947,18962,1334
3348,7791,15413,13050,18175,15032,11141,3830,7646
3349,17390,14480,14734,3862,19904,4238,4247,3699
3350,16314,13282,16481,11939,1166,18148,14181,5135
3351,10009,3311,237,3152,11072,2251,18779,78
3352,2248,17221,17585,2170,6956,6783,13687,18340
3353,1695,9280,4007,18903,16127,11057,10861,828
3354,7536,10024,13985,4538,3209,18487,17893,1170
3355,8955,11090,7319,6967,3663,1358,16192,13019
3356,261,9368,543,19650,5071,12898,14306,2130
3357,14974,7931,5791,15632,14571,206,14566,4052
3358,19262,618,9472,2461,9038,16652,1826,11870
3359,17773,12093,5958,7619,2043,17187,18717,11141
3360,17663,10634,16139,11862,2661,2466,9122,7417
3361,97,289,13083,13389,16250,2534,3096,7849
3362,18995,8647,3647,12510,8396,3324,2804,18131
3363,16451,10388,15080,12044,9530,10390,3324,4455
3364,8783,9941,4142,2234,4851,5732,18548,17881
3365,4887,12727,6725,552,1079,9520,9689,16856
3366,1924,2205,10401,12105,8764,9537,19929,3322
3367,14230,18819,15350,4962,5351,4718,12875,15839
3368,5255,14563,9024,15826,764,2357,5937,17280
3369,18299,11764,13529,18012,10969,4169,12154,8288
3370,11541,5224,16311,10856,3836,19963,78,4913
3371,12739,10000,9816,11611,587,1190,11716,15578
3372,4841,17262,17188,15851,16237,9173,12206,6865
3373,8132,14678,19984,3417,14924,5051,19405,6893
3374,8773,16105,16445,11085,4616,3753,485,2604
3375,1641,9977,66,15657,7968,1286,5299,7241
3376,19506,45,11324,9557,15165,7483,14846,12488
3377,16273,12683,2746,6821,4810,2088,1153,10013
3378,1189,14369,1399,14778,10570,19606,13108,6637
3379,3030,4268,16151,2438,9536,15318,13894,8084
3380,12997,18588,8318,12888,19144,11936,6305,18600
3381,7636,7854,4328,1277,19372,9014,17891,3030
3382,17409,18276,5524,14736,15242,19837,11731,2668
3383,1259,10191,15289,10126,19198,13985,13866,936
3384,7238,6513,9580,885,8565,8361,1340,12357
3385,18093,18919,15266,19500,9158,16192,19367,11456
3386,9244,11356,4408,14683,16809,16398,16184,4698
3387,18333,3340,5925,14812,4390,6436,8142,12170
3388,17459,12447,13906,12688,9203,12537,12442,7070
3389,17239,6473,10691,17994,7837,15513,14176,8722
3390,10582,2994,7693,3345,6467,18413,2215,3952
3391,15786,12734,6886,7447,135,18899,6828,11931
3392,14298,7055,16016,4369,16572,17146,9500,1626
3393,16559,5313,17715,1560,11167,14987,439,6122
3394,15776,6430,11990,5902,10875,357,1803,1983
3395,17508,16397,7734,8734,5142,15788,12045,13129
3396,7340,6272,11768,17518,16150,18587,6037,12030
3397,6201,11098,5451,18499,13421,2441,8898,7134
3398,5390,15058,13851,12681,4404,3672,2936,12762
3399,9621,18681,1203,18180,3365,5615,17392,14208
3400,10578,6483,16907,2995,17166,6233,15043,16238
3401,10910,2817,14830,43,5116,5924,5352,14363
3402,18728,6651,18434,14767,2209,19753,5397,19569
3403,10665,19864,14219,11507,10405,7661,17059,4437
3404,8764,240,2478,16776,7513,15461,17066,2597
3405,1703,6195,1506,19437,5664,15367,4287,17395
3406,8755,19941,9911,1043,4032,18895,13947,7507
3407,1747,4119,11764,14563,6722,14090,14844,8786
3408,6729,7360,19827,16467,9938,6528,7079,19920
3409,15440,3688,18433,10417,15035,13032,17472,11938
3410,10586,7573,19552,8492,10823,6983,5683,13818
3411,13542,10545,18078,5619,16435,4476,1964,2547
3412,17521,14238,18331,17997,18348,6258,14448,11427
3413,6411,15144,11137,6134,8357,4070,1085,15597
3414,7615,18611,5674,4275,14159,13511,19241,1270
3415,8287,19584,6415,6032,3656,2629,16333,4512
3416,8612,12047,7485,8266,8159,11843,2653,347
3417,1036,4248,13814,2457,2281,518,17970,12486
3418,232,13265,12126,14221,15035,18770,5939,13215
3419,3907,17974,7367,882,16365,1346,6132,18295
3420,12159,10796,4671,13592,14705,2421,4209,18747
3421,10842,19171,1656,477,10206,3609,9876,17054
3422,12089,5773,12498,5350,14751,18952,19782,19760
3423,8286,5678,17133,7190,3637,3245,5689,1532
3424,16217,17417,1938,2088,19404,130,12382,8086
3425,834,10671,10145,13607,2310,15695,2305,629
3426,7358,4223,3754,4301,6885,4198,714,4182
3427,1674,19298,589,4891,14321,2794,8282,15917
3428,9974,16435,16232,2810,8476,724,2484,9584
3429,10826,4180,15628,5535,7319,10003,8741,17758
3430,4939,17577,81,11057,402,12353,19980,19140
3431,18472,5679,10747,1520,5354,14289,14913,18966
3432,3544,602,12536,11726,950,13357,9012,2545
3433,6145,6121,10665,5844,10129,15543,10493,16273
3434,14364,10285,12332,4456,18146,11581,12849,8614
3435,12060,3072,4187,16936,9574,7496,16945,4027
3436,8745,2148,11829,17899,11200,6216,15984,1984
3437,1679,12972,8763,4355,15590,4942,15078,1569
3438,14546,11111,5594,7801,11171,10366,14973,5591
3439,10638,2710,4390,12442,2195,7662,5173,2620
3440,6723,139,834,1729,7999,16131,13444,5392
3441,9001,11488,11385,15867,4423,12365,595,14788
3442,16441,17731,16205,6255,5317,18120,17093,16407
3443,2966,6557,16621,12808,1704,16388,4421,19775
3444,7483,7706,7712,14725,12302,9479,11821,3253
3445,155,256,1582,15767,9328,12692,7228,17626
3446,9531,3772,19997,19529,8222,15969,4838,10893
3447,3715,19383,6123,7446,11158,1985,4420,1880
3448,18282,1500,6944,12645,2144,14683,18735,2021
3449,8666,15195,907,19222,18498,3289,9316,15853
3450,4164,4212,4555,3110,2765,18020,19808,18280
3451,7072,6425,5614,3842,5602,691,1540,10667
3452,8041,8914,9649,19683,13968,1750,5241,8683
3453,18418,3623,7666,7567,1587,7559,16380,9232
3454,7632,17610,13354,9143,12603,8015,6528,8757
3455,1419,2216,9566,7353,8894,15877,9623,9895
3456,19983,3900,16468,5314,298,2612,5885,9624
3457,3833,6863,1671,13519,18907,3614,3971,5695
3458,15862,3551,13848,62,5577,4510,3073,9242
3459,15556,4879,17318,13694,7250,2095,15370,12109
3460,2476,1392,8285,14543,2063,8700,5352,12051
3461,2296,4839,229,11070,14906,937,3075,15659
3462,7394,12645,13367,3,18158,19732,11656,3225
3463,9208,14134,15020,18124,14012,6923,11545,10143
3464,1760,6020,16121,4588,11987,18705,9422,12574
3465,3676,7498,13705,13158,12178,9073,3501,1851
3466,5732,10766,9945,2996,7125,4793,10535,13399
3467,1561,17542,14138,10442,7451,6180,284,3154
3468,8365,14912,16843,6603,19510,6948,6896,19732
3469,12256,928,15703,7986,4830,15563,18162,9580
3470,19539,17038,16813,4520,13183,15580,3508,19216
3471,9920,4525,8888,7278,10239,11362,1611,14877
3472,4286,10753,1125,15031,15263,18010,9643,15928
3473,12939,13314,17050,7623,18986,3970,2212,16283
3474,173,5627,7623,14278,18798,10117,5399,17261
3475,10658,14453,6179,12374,19807,5204,2956,12928
3476,8641,270,14914,250,7131,9297,5364,8176
3477,12125,1799,18766,2801,1420,5411,7956,10011
3478,15789,7261,14453,5339,809,2541,11728,9866
3479,14834,6490,10299,13285,16465,15086,14362,3981
3480,15968,5666,8593,8036,15162,16319,17918,18893
3481,4329,17296,13511,7848,7149,16371,18114,10146
3482,5932,19588,18438,8565,3802,4908,10947,19429
3483,2738,6088,10472,18407,1339,2878,12525,5487
3484,17380,2280,11061,19596,17933,4740,3173,7980
3485,14013,2655,1769,13624,14805,12913,16290,12311
3486,2941,11771,3735,7165,12737,14408,13014,18892
3487,943,4075,10628,15809,5860,5659,11798,19354
3488,9167,19401,1675,7803,19642,14785,19548,18523
3489,12183,5769,7404,19452,1554,4020,14292,10196
3490,12819,13307,16475,14019,3484,825,2048,5356
3491,18494,14778,13098,13844,18893,12573,13474,7101
3492,5253,19583,10828,19674,13037,15957,6033,18958
3493,80,10524,4224,17186,11829,7463,11045,11354
3494,11347,14796,8407,18865,10637,595,9839,6193
3495,4252,9482,289,4964,9175,19833,9673,19163
3496,4740,4386,586,12868,14326,926,11695,14311
3497,9723,17650,10733,7539,4721,6498,19372,564
3498,8921,14291,8103,1627,6016,16719,17149,11433
3499,18512,11212,2634,2887,8828,15481,4286,12976
3500,1461,10881,11397,19208,13215,6936,2728,17847
